group,variable,value
Lesotho,2002,7.585
Lesotho,2003,3.106
Lesotho,2004,4.649
Lesotho,2005,3.830
Lesotho,2006,3.840
Lesotho,2007,36.084
Lesotho,2008,339.535
Lesotho,2009,35.588
Lesotho,2010,57.434
Lesotho,2011,54.695
Lesotho,2012,42.190
Lesotho,2013,77.387
Liberia,1973,53.821
Liberia,1974,2.329
Liberia,1975,30.398
Liberia,1977,35.433
Liberia,1980,42.701
Liberia,1981,115.385
Liberia,1982,162.804
Liberia,1983,117.683
Liberia,1984,95.661
Liberia,1985,129.392
Liberia,1986,95.326
Liberia,1987,64.162
Liberia,1988,45.649
Liberia,1989,47.403
Liberia,1990,6.657
Liberia,1991,39.212
Liberia,1992,1.926
Liberia,1994,5.246
Liberia,1996,3.070
Liberia,1997,19.033
Liberia,1998,16.784
Liberia,1999,34.740
Liberia,2000,13.411
Liberia,2001,12.386
Liberia,2002,18.675
Liberia,2003,48.128
Liberia,2004,174.227
Liberia,2005,103.082
Liberia,2006,138.526
Liberia,2007,238.151
Liberia,2008,327.112
Liberia,2009,326.252
Liberia,2010,242.977
Liberia,2011,236.253
Liberia,2012,247.552
Liberia,2013,207.286
"Macedonia, FYR",1994,17.031
"Macedonia, FYR",1995,18.787
"Macedonia, FYR",1998,21.591
"Macedonia, FYR",1999,99.122
"Macedonia, FYR",2000,91.449
"Macedonia, FYR",2001,48.445
"Macedonia, FYR",2002,86.258
"Macedonia, FYR",2003,71.525
"Macedonia, FYR",2004,49.023
"Macedonia, FYR",2005,46.734
"Macedonia, FYR",2006,43.149
"Macedonia, FYR",2007,28.986
"Macedonia, FYR",2008,25.676
"Macedonia, FYR",2009,27.297
"Macedonia, FYR",2010,30.844
"Macedonia, FYR",2011,29.866
"Macedonia, FYR",2012,19.620
"Macedonia, FYR",2013,24.622
Madagascar,1973,5.706
Madagascar,1974,12.236
Madagascar,1979,5.388
Madagascar,1981,19.861
Madagascar,1982,30.752
Madagascar,1983,12.142
Madagascar,1984,49.048
Madagascar,1985,208.931
Madagascar,1986,19.153
Madagascar,1987,41.371
Madagascar,1988,43.778
Madagascar,1989,28.688
Madagascar,1990,29.517
Madagascar,1991,21.205
Madagascar,1992,57.174
Madagascar,1993,51.445
Madagascar,1994,51.932
Madagascar,1995,35.109
Madagascar,1996,20.324
Madagascar,1997,18.084
Madagascar,1998,23.564
Madagascar,1999,31.816
Madagascar,2000,35.878
Madagascar,2001,37.743
Madagascar,2002,39.783
Madagascar,2003,49.505
Madagascar,2004,50.466
Madagascar,2005,214.366
Madagascar,2006,57.345
Madagascar,2007,66.152
Madagascar,2008,123.684
Madagascar,2009,53.305
Madagascar,2010,83.240
Madagascar,2011,72.391
Madagascar,2012,75.325
Madagascar,2013,49.990
Malawi,1973,34.356
Malawi,1974,50.017
Malawi,1980,18.750
Malawi,1981,13.826
Malawi,1982,15.795
Malawi,1983,13.949
Malawi,1984,14.472
Malawi,1985,46.598
Malawi,1986,44.353
Malawi,1987,20.162
Malawi,1988,54.599
Malawi,1989,47.941
Malawi,1990,34.901
Malawi,1991,95.060
Malawi,1992,25.666
Malawi,1993,21.737
Malawi,1994,49.662
Malawi,1995,46.348
Malawi,1996,40.055
Malawi,1997,47.644
Malawi,1998,45.868
Malawi,1999,45.432
Malawi,2000,56.214
Malawi,2001,42.605
Malawi,2002,69.946
Malawi,2003,51.362
Malawi,2004,56.051
Malawi,2005,95.031
Malawi,2006,73.240
Malawi,2007,108.433
Malawi,2008,104.322
Malawi,2009,135.237
Malawi,2010,201.088
Malawi,2011,216.228
Malawi,2012,163.719
Malawi,2013,523.369
Malaysia,1973,3.194
Malaysia,1974,0.370
Malaysia,1980,10.122
Malaysia,1981,170.058
Malaysia,1982,8.386
Malaysia,1983,70.857
Malaysia,1984,41.523
Malaysia,1985,0.819
Malaysia,1986,3.033
Malaysia,1987,10.014
Malaysia,1988,7.277
Malaysia,1989,37.945
Malaysia,1993,658.914
Malaysia,1995,202.984
Malaysia,2000,1069.987
Malaysia,2001,263.794
Malaysia,2002,759.459
Malaysia,2003,3.112
Malaysia,2004,1.338
Malaysia,2005,1.417
Malaysia,2006,3.262
Malaysia,2007,3.960
Malaysia,2008,54.150
Malaysia,2009,39.322
Malaysia,2010,21.898
Malaysia,2011,2.933
Malaysia,2012,5.734
Malaysia,2013,4.118
Maldives,1985,2.761
Maldives,1986,1.315
Maldives,1987,0.875
Maldives,2000,0.395
Maldives,2001,0.075
Maldives,2005,1.900
Maldives,2007,0.135
Maldives,2008,0.030
Maldives,2010,0.973
Maldives,2011,0.200
Maldives,2012,0.802
Maldives,2013,0.001
Mali,1973,50.752
Mali,1974,58.853
Mali,1980,30.463
Mali,1981,29.411
Mali,1982,19.662
Mali,1983,24.485
Mali,1984,55.421
Mali,1985,61.429
Mali,1986,24.604
Mali,1987,14.615
Mali,1988,36.391
Mali,1989,41.092
Mali,1990,30.084
Mali,1991,58.886
Mali,1992,44.761
Mali,1993,44.279
Mali,1994,48.544
Mali,1995,38.625
Mali,1996,37.672
Mali,1997,41.665
Mali,1998,43.877
Mali,1999,53.719
Mali,2000,55.021
Mali,2001,48.653
Mali,2002,50.964
Mali,2003,57.318
Mali,2004,60.958
Mali,2005,54.435
Mali,2006,59.760
Mali,2007,521.085
Mali,2008,251.232
Mali,2009,106.924
Mali,2010,156.964
Mali,2011,157.212
Mali,2012,112.155
Mali,2013,181.333
Marshall Islands,1999,61.455
Marshall Islands,2000,52.062
Marshall Islands,2001,51.692
Marshall Islands,2002,60.826
Marshall Islands,2003,56.862
Marshall Islands,2004,49.886
Marshall Islands,2005,50.398
Marshall Islands,2006,56.400
Marshall Islands,2007,51.354
Marshall Islands,2008,49.334
Marshall Islands,2009,50.928
Marshall Islands,2010,69.567
Marshall Islands,2011,99.705
Marshall Islands,2012,61.229
Marshall Islands,2013,81.603
Mauritania,1973,5.770
Mauritania,1974,31.607
Mauritania,1979,2.331
Mauritania,1980,13.127
Mauritania,1981,33.928
Mauritania,1982,19.306
Mauritania,1983,18.806
Mauritania,1984,49.105
Mauritania,1985,38.314
Mauritania,1986,18.498
Mauritania,1987,11.902
Mauritania,1988,8.275
Mauritania,1989,8.512
Mauritania,1990,8.472
Mauritania,1991,1.774
Mauritania,1999,4.220
Mauritania,2000,6.031
Mauritania,2001,8.609
Mauritania,2002,7.940
Mauritania,2003,32.798
Mauritania,2004,14.557
Mauritania,2005,21.560
Mauritania,2006,13.826
Mauritania,2007,11.642
Mauritania,2008,25.623
Mauritania,2009,17.226
Mauritania,2010,14.752
Mauritania,2011,11.086
Mauritania,2012,28.448
Mauritania,2013,24.375
Mauritius,1973,8.629
Mauritius,1974,11.423
Mauritius,1979,6.891
Mauritius,1980,7.672
Mauritius,1981,7.206
Mauritius,1982,20.744
Mauritius,1983,3.936
Mauritius,1985,12.887
Mauritius,1986,3.447
Mauritius,1987,46.111
Mauritius,1988,9.375
Mauritius,1989,4.664
Mauritius,1991,7.202
Mauritius,1994,11.496
Mauritius,1999,0.392
Mauritius,2000,36.512
Mauritius,2001,0.055
Mauritius,2002,0.671
Mauritius,2003,0.391
Mauritius,2004,1.581
Mauritius,2005,0.777
Mauritius,2006,0.370
Mauritius,2007,0.679
Mauritius,2008,0.076
Mauritius,2009,0.441
Mauritius,2010,0.373
Mauritius,2011,0.179
Mauritius,2012,0.039
Mauritius,2013,0.342
Mexico,1980,466.656
Mexico,1981,1455.983
Mexico,1982,600.325
Mexico,1983,1014.953
Mexico,1984,237.948
Mexico,1985,270.018
Mexico,1986,135.852
Mexico,1987,162.930
Mexico,1988,103.913
Mexico,1989,80.394
Mexico,1990,654.101
Mexico,1991,3164.465
Mexico,1992,413.205
Mexico,1993,339.975
Mexico,1994,357.506
Mexico,1995,991.685
Mexico,1996,219.879
Mexico,1997,1010.850
Mexico,1998,1261.957
Mexico,1999,446.046
Mexico,2000,1069.954
Mexico,2001,790.813
Mexico,2002,1358.309
Mexico,2003,80.740
Mexico,2004,146.254
Mexico,2005,191.975
Mexico,2006,275.333
Mexico,2007,96.314
Mexico,2008,95.763
Mexico,2009,514.499
Mexico,2010,632.783
Mexico,2011,321.378
Mexico,2012,92.879
Mexico,2013,475.630
"Micronesia, Federated States of",1992,40.534
"Micronesia, Federated States of",1993,1.067
"Micronesia, Federated States of",1994,0.965
"Micronesia, Federated States of",1999,118.030
"Micronesia, Federated States of",2000,103.443
"Micronesia, Federated States of",2001,102.207
"Micronesia, Federated States of",2002,121.618
"Micronesia, Federated States of",2003,119.802
"Micronesia, Federated States of",2004,90.849
"Micronesia, Federated States of",2005,106.953
"Micronesia, Federated States of",2006,109.277
"Micronesia, Federated States of",2007,106.555
"Micronesia, Federated States of",2008,83.639
"Micronesia, Federated States of",2009,111.730
"Micronesia, Federated States of",2010,110.307
"Micronesia, Federated States of",2011,134.677
"Micronesia, Federated States of",2012,109.541
"Micronesia, Federated States of",2013,106.860
Moldova,1994,57.958
Moldova,1995,14.623
Moldova,1996,55.659
Moldova,1997,27.664
Moldova,1998,38.614
Moldova,1999,75.229
Moldova,2000,59.510
Moldova,2001,72.596
Moldova,2002,77.643
Moldova,2003,51.177
Moldova,2004,49.688
Moldova,2005,28.718
Moldova,2006,52.337
Moldova,2007,25.843
Moldova,2008,27.746
Moldova,2009,25.384
Moldova,2010,276.002
Moldova,2011,29.663
Moldova,2012,23.167
Moldova,2013,51.206
Mongolia,1991,26.939
Mongolia,1992,22.114
Mongolia,1993,11.738
Mongolia,1994,9.935
Mongolia,1995,24.406
Mongolia,1996,5.456
Mongolia,1997,12.979
Mongolia,1998,15.546
Mongolia,1999,17.516
Mongolia,2000,27.432
Mongolia,2001,16.879
Mongolia,2002,27.894
Mongolia,2003,19.694
Mongolia,2004,32.515
Mongolia,2005,21.850
Mongolia,2006,10.529
Mongolia,2007,10.381
Mongolia,2008,303.059
Mongolia,2009,37.080
Mongolia,2010,224.685
Mongolia,2011,30.461
Mongolia,2012,50.925
Mongolia,2013,31.963
Morocco,1973,107.742
Morocco,1974,62.549
Morocco,1975,27.020
Morocco,1976,79.345
Morocco,1977,24.022
Morocco,1978,24.692
Morocco,1979,54.269
Morocco,1980,77.380
Morocco,1981,236.523
Morocco,1982,167.775
Morocco,1983,93.361
Morocco,1984,190.920
Morocco,1985,171.550
Morocco,1986,394.229
Morocco,1987,158.189
Morocco,1988,267.158
Morocco,1989,86.082
Morocco,1990,344.445
Morocco,1991,278.705
Morocco,1992,244.019
Morocco,1993,182.735
Morocco,1994,121.092
Morocco,1995,94.084
Morocco,1996,564.497
Morocco,1997,382.587
Morocco,1998,112.981
Morocco,1999,89.897
Morocco,2000,177.638
Morocco,2001,19.806
Morocco,2002,66.463
Morocco,2003,25.738
Morocco,2004,24.117
Morocco,2005,36.240
Morocco,2006,34.069
Morocco,2007,57.852
Morocco,2008,638.972
Morocco,2009,231.083
Morocco,2010,43.776
Morocco,2011,95.081
Morocco,2012,71.532
Morocco,2013,49.141
Mozambique,1979,33.546
Mozambique,1980,65.950
Mozambique,1981,17.690
Mozambique,1983,19.168
Mozambique,1984,58.949
Mozambique,1985,72.718
Mozambique,1986,60.393
Mozambique,1987,105.020
Mozambique,1988,105.167
Mozambique,1989,88.448
Mozambique,1990,93.415
Mozambique,1991,106.983
Mozambique,1992,81.859
Mozambique,1993,75.357
Mozambique,1994,53.364
Mozambique,1995,39.276
Mozambique,1996,62.089
Mozambique,1997,54.927
Mozambique,1998,55.843
Mozambique,1999,113.242
Mozambique,2000,111.254
Mozambique,2001,103.402
Mozambique,2002,146.601
Mozambique,2003,108.773
Mozambique,2004,112.512
Mozambique,2005,142.502
Mozambique,2006,158.321
Mozambique,2007,272.785
Mozambique,2008,752.780
Mozambique,2009,332.255
Mozambique,2010,396.817
Mozambique,2011,462.983
Mozambique,2012,233.224
Mozambique,2013,440.146
Myanmar,1980,4.748
Myanmar,1981,6.512
Myanmar,1982,15.548
Myanmar,1983,27.156
Myanmar,1984,23.140
Myanmar,1985,27.486
Myanmar,1986,17.478
Myanmar,1987,14.003
Myanmar,1988,8.715
Myanmar,1995,0.139
Myanmar,1997,6.026
Myanmar,1998,1.428
Myanmar,1999,8.485
Myanmar,2000,8.927
Myanmar,2001,8.561
Myanmar,2002,5.206
Myanmar,2003,4.773
Myanmar,2004,9.719
Myanmar,2005,12.960
Myanmar,2006,11.634
Myanmar,2007,17.654
Myanmar,2008,86.520
Myanmar,2009,29.252
Myanmar,2010,33.983
Myanmar,2011,51.328
Myanmar,2012,46.118
Myanmar,2013,93.612
Namibia,1990,0.047
Namibia,1991,25.777
Namibia,1992,14.367
Namibia,1993,2.366
Namibia,1994,18.167
Namibia,1995,9.454
Namibia,1996,6.822
Namibia,1997,10.724
Namibia,1998,9.835
Namibia,1999,146.206
Namibia,2000,19.024
Namibia,2001,15.125
Namibia,2002,20.999
Namibia,2003,34.021
Namibia,2004,39.740
Namibia,2005,52.946
Namibia,2006,66.650
Namibia,2007,94.557
Namibia,2008,124.988
Namibia,2009,366.106
Namibia,2010,112.734
Namibia,2011,95.109
Namibia,2012,107.053
Namibia,2013,66.476
Nepal,1973,47.461
Nepal,1974,4.880
Nepal,1980,25.288
Nepal,1981,29.965
Nepal,1982,31.736
Nepal,1983,27.118
Nepal,1984,27.191
Nepal,1985,32.434
Nepal,1986,31.230
Nepal,1987,143.494
Nepal,1988,21.305
Nepal,1989,25.012
Nepal,1990,25.111
Nepal,1991,39.948
Nepal,1992,23.696
Nepal,1993,30.315
Nepal,1994,23.846
Nepal,1995,19.855
Nepal,1996,80.001
Nepal,1997,22.487
Nepal,1998,36.655
Nepal,1999,23.970
Nepal,2000,23.985
Nepal,2001,40.861
Nepal,2002,59.919
Nepal,2003,57.258
Nepal,2004,55.835
Nepal,2005,62.894
Nepal,2006,63.542
Nepal,2007,82.271
Nepal,2008,110.544
Nepal,2009,82.167
Nepal,2010,74.451
Nepal,2011,96.192
Nepal,2012,118.795
Nepal,2013,96.072
Nicaragua,1973,72.809
Nicaragua,1974,138.259
Nicaragua,1975,81.061
Nicaragua,1976,15.971
Nicaragua,1978,29.462
Nicaragua,1979,15.102
Nicaragua,1980,209.993
Nicaragua,1981,20.284
Nicaragua,1982,11.822
Nicaragua,1989,8.153
Nicaragua,1990,397.354
Nicaragua,1991,365.250
Nicaragua,1992,70.032
Nicaragua,1993,217.811
Nicaragua,1994,110.610
Nicaragua,1995,53.376
Nicaragua,1996,27.911
Nicaragua,1997,33.177
Nicaragua,1998,79.946
Nicaragua,1999,292.985
Nicaragua,2000,81.860
Nicaragua,2001,65.137
Nicaragua,2002,66.603
Nicaragua,2003,90.521
Nicaragua,2004,109.591
Nicaragua,2005,148.580
Nicaragua,2006,296.824
Nicaragua,2007,58.443
Nicaragua,2008,135.438
Nicaragua,2009,45.169
Nicaragua,2010,46.289
Nicaragua,2011,59.526
Nicaragua,2012,32.331
Nicaragua,2013,38.883
Niger,1973,17.968
Niger,1974,75.155
Niger,1980,19.227
Niger,1981,33.568
Niger,1982,30.793
Niger,1983,41.327
Niger,1984,70.959
Niger,1985,62.556
Niger,1986,49.843
Niger,1987,37.729
Niger,1988,54.508
Niger,1989,34.382
Niger,1990,30.090
Niger,1991,43.336
Niger,1992,35.058
Niger,1993,21.375
Niger,1994,22.874
Niger,1995,16.621
Niger,1996,1.828
Niger,1997,4.129
Niger,1998,0.994
Niger,1999,3.574
Niger,2000,6.681
Niger,2001,10.936
Niger,2002,18.896
Niger,2003,18.954
Niger,2004,23.680
Niger,2005,36.490
Niger,2006,36.062
Niger,2007,40.506
Niger,2008,51.885
Niger,2009,45.328
Niger,2010,129.184
Niger,2011,78.351
Niger,2012,127.252
Niger,2013,51.663
Nigeria,1973,4.561
Nigeria,1974,10.979
Nigeria,1980,57.437
Nigeria,1981,678.093
Nigeria,1982,115.436
Nigeria,1983,8.178
Nigeria,1985,179.558
Nigeria,1987,175.905
Nigeria,1988,54.104
Nigeria,1989,78.774
Nigeria,1990,107.489
Nigeria,1991,157.894
Nigeria,1992,283.596
Nigeria,1993,16.645
Nigeria,1994,26.471
Nigeria,1995,3.309
Nigeria,1996,2.514
Nigeria,1997,1.792
Nigeria,1998,2.659
Nigeria,1999,44.695
Nigeria,2000,120.687
Nigeria,2001,111.725
Nigeria,2002,295.938
Nigeria,2003,107.368
Nigeria,2004,142.006
Nigeria,2005,175.567
Nigeria,2006,881.008
Nigeria,2007,367.736
Nigeria,2008,517.778
Nigeria,2009,484.062
Nigeria,2010,464.678
Nigeria,2011,488.946
Nigeria,2012,485.958
Nigeria,2013,467.219
Oman,1980,11.870
Oman,1981,1.613
Oman,1982,236.740
Oman,1983,29.519
Oman,1984,47.417
Oman,1985,36.819
Oman,1986,78.453
Oman,1987,44.541
Oman,1988,21.999
Oman,1989,24.460
Oman,1990,19.698
Oman,1991,23.433
Oman,1992,99.470
Oman,1996,307.336
Oman,1997,331.792
Oman,1999,2.158
Oman,2000,1.775
Oman,2001,1.559
Oman,2002,0.760
Oman,2003,0.179
Oman,2004,0.498
Oman,2005,4.839
Oman,2006,4.043
Oman,2007,0.290
Oman,2008,17.998
Oman,2009,11.046
Oman,2010,3.649
Pakistan,1973,488.006
Pakistan,1974,257.572
Pakistan,1975,677.365
Pakistan,1976,1212.848
Pakistan,1977,296.435
Pakistan,1978,4.798
Pakistan,1979,101.026
Pakistan,1980,145.104
Pakistan,1981,351.984
Pakistan,1982,545.275
Pakistan,1983,758.682
Pakistan,1984,654.261
Pakistan,1985,805.248
Pakistan,1986,705.201
Pakistan,1987,670.818
Pakistan,1988,934.765
Pakistan,1989,537.920
Pakistan,1990,652.688
Pakistan,1991,410.615
Pakistan,1992,44.303
Pakistan,1993,57.967
Pakistan,1995,325.710
Pakistan,1996,672.696
Pakistan,1997,47.273
Pakistan,1998,13.257
Pakistan,1999,98.380
Pakistan,2000,142.068
Pakistan,2001,1062.081
Pakistan,2002,484.902
Pakistan,2003,1386.093
Pakistan,2004,202.839
Pakistan,2005,669.818
Pakistan,2006,553.271
Pakistan,2007,714.646
Pakistan,2008,610.748
Pakistan,2009,1401.522
Pakistan,2010,2229.026
Pakistan,2011,876.514
Pakistan,2012,980.397
Pakistan,2013,955.422
Palau,1999,17.994
Palau,2000,17.596
Palau,2001,17.224
Palau,2002,17.125
Palau,2003,16.859
Palau,2004,16.565
Palau,2005,14.840
Palau,2006,29.968
Palau,2007,15.048
Palau,2008,28.494
Palau,2009,27.737
Palau,2010,15.366
Palau,2011,48.435
Palau,2012,0.621
Palau,2013,14.027
Palestinian Adm. Areas,1992,10.478
Palestinian Adm. Areas,1993,42.865
Palestinian Adm. Areas,1994,85.296
Palestinian Adm. Areas,1995,114.369
Palestinian Adm. Areas,1996,89.917
Palestinian Adm. Areas,1997,92.074
Palestinian Adm. Areas,1998,80.448
Palestinian Adm. Areas,1999,126.617
Palestinian Adm. Areas,2000,155.095
Palestinian Adm. Areas,2001,317.483
Palestinian Adm. Areas,2002,228.106
Palestinian Adm. Areas,2003,219.905
Palestinian Adm. Areas,2004,181.176
Palestinian Adm. Areas,2005,365.485
Palestinian Adm. Areas,2006,145.535
Palestinian Adm. Areas,2007,158.478
Palestinian Adm. Areas,2008,1095.100
Palestinian Adm. Areas,2009,984.176
Palestinian Adm. Areas,2010,801.369
Palestinian Adm. Areas,2011,342.961
Palestinian Adm. Areas,2012,394.185
Palestinian Adm. Areas,2013,1250.993
Panama,1973,2.202
Panama,1974,34.055
Panama,1975,72.523
Panama,1976,30.345
Panama,1977,36.634
Panama,1978,56.118
Panama,1979,44.167
Panama,1980,2.564
Panama,1981,89.028
Panama,1982,28.673
Panama,1983,16.112
Panama,1984,22.091
Panama,1985,136.189
Panama,1986,90.209
Panama,1987,14.677
Panama,1988,13.712
Panama,1990,619.393
Panama,1991,72.417
Panama,1992,47.691
Panama,1993,23.113
Panama,1994,22.911
Panama,1995,10.924
Panama,1996,89.002
Panama,1997,3.660
Panama,1998,4.605
Panama,1999,10.976
Panama,2000,151.795
Panama,2001,13.174
Panama,2002,164.035
Panama,2003,34.309
Panama,2004,25.678
Panama,2005,19.765
Panama,2006,31.189
Panama,2007,28.024
Panama,2008,16.004
Panama,2009,27.067
Panama,2010,32.923
Panama,2011,4.921
Panama,2012,7.954
Panama,2013,10.663
Papua New Guinea,1980,118.699
Papua New Guinea,1981,0.469
Papua New Guinea,1982,122.746
Papua New Guinea,1991,127.288
Papua New Guinea,1996,177.361
Papua New Guinea,1997,39.256
Papua New Guinea,1999,1.254
Papua New Guinea,2000,110.444
Papua New Guinea,2001,107.235
Papua New Guinea,2002,0.226
Papua New Guinea,2004,0.254
Papua New Guinea,2005,0.224
Papua New Guinea,2006,0.168
Papua New Guinea,2007,2.404
Papua New Guinea,2008,3.040
Papua New Guinea,2009,2.780
Papua New Guinea,2010,3.284
Papua New Guinea,2011,2.294
Papua New Guinea,2012,6.325
Papua New Guinea,2013,8.402
Paraguay,1973,15.730
Paraguay,1974,26.765
Paraguay,1975,0.176
Paraguay,1976,8.018
Paraguay,1979,12.952
Paraguay,1981,7.760
Paraguay,1983,2.165
Paraguay,1984,0.341
Paraguay,1985,0.088
Paraguay,1992,2.962
Paraguay,1995,114.734
Paraguay,1996,48.808
Paraguay,1997,3.763
Paraguay,1998,9.551
Paraguay,1999,10.373
Paraguay,2000,12.332
Paraguay,2001,17.242
Paraguay,2002,16.767
Paraguay,2003,15.784
Paraguay,2004,21.079
Paraguay,2005,13.602
Paraguay,2006,56.464
Paraguay,2007,17.393
Paraguay,2008,16.981
Paraguay,2009,56.353
Paraguay,2010,32.379
Paraguay,2011,16.201
Paraguay,2012,14.559
Paraguay,2013,12.200
Peru,1973,16.888
Peru,1974,50.646
Peru,1975,60.796
Peru,1977,45.042
Peru,1978,148.153
Peru,1979,123.537
Peru,1980,165.037
Peru,1981,159.450
Peru,1982,284.534
Peru,1983,337.970
Peru,1984,274.767
Peru,1985,124.955
Peru,1986,110.284
Peru,1987,95.635
Peru,1988,153.122
Peru,1989,90.217
Peru,1990,127.418
Peru,1991,228.517
Peru,1992,35.054
Peru,1993,140.694
Peru,1994,98.134
Peru,1995,435.509
Peru,1996,1258.679
Peru,1997,372.172
Peru,1998,227.854
Peru,1999,304.268
Peru,2000,263.014
Peru,2001,216.872
Peru,2002,350.326
Peru,2003,270.713
Peru,2004,316.185
Peru,2005,198.953
Peru,2006,368.064
Peru,2007,172.090
Peru,2008,157.889
Peru,2009,157.914
Peru,2010,176.345
Peru,2011,116.429
Peru,2012,95.717
Peru,2013,313.846
Philippines,1973,169.490
Philippines,1974,314.340
Philippines,1975,94.619
Philippines,1976,131.091
Philippines,1977,93.116
Philippines,1978,130.587
Philippines,1979,169.750
Philippines,1980,283.050
Philippines,1981,360.264
Philippines,1982,295.034
Philippines,1983,610.680
Philippines,1984,407.661
Philippines,1985,518.191
Philippines,1986,703.743
Philippines,1987,920.742
Philippines,1988,359.012
Philippines,1989,622.482
Philippines,1990,712.238
Philippines,1991,737.271
Philippines,1992,638.778
Philippines,1993,630.737
Philippines,1994,1592.995
Philippines,1995,1272.650
Philippines,1996,807.153
Philippines,1997,947.273
Philippines,1998,289.983
Philippines,1999,155.540
Philippines,2000,468.596
Philippines,2001,131.034
Philippines,2002,149.537
Philippines,2003,194.602
Philippines,2004,146.921
Philippines,2005,114.704
Philippines,2006,168.877
Philippines,2007,114.770
Philippines,2008,119.630
Philippines,2009,155.383
Philippines,2010,163.601
Philippines,2011,541.301
Philippines,2012,153.826
Philippines,2013,196.560
Poland,1980,75.000
Poland,1986,7.205
Poland,1988,11.465
Poland,1989,32.613
Poland,1990,58.547
Poland,1991,188.319
Poland,1992,713.642
Poland,1993,110.910
Poland,1994,307.336
Poland,1995,349.749
Poland,1996,278.374
Poland,1997,263.661
Poland,1998,46.184
Poland,1999,29.944
Poland,2000,15.496
Poland,2001,10.116
Poland,2002,2.723
Poland,2003,3.524
Poland,2004,3.741
Romania,1980,44.381
Romania,1981,262.077
Romania,1991,2.274
Romania,1992,2.222
Romania,1993,80.538
Romania,1994,21.289
Romania,1995,167.144
Romania,1996,204.032
Romania,1997,59.617
Romania,1998,61.622
Romania,1999,163.515
Romania,2000,142.711
Romania,2001,215.735
Romania,2002,163.855
Romania,2003,48.108
Romania,2004,47.156
Russia,1992,183.623
Russia,1993,422.217
Russia,1994,4368.045
Russia,1995,1653.225
Russia,1996,1918.601
Russia,1997,1437.607
Russia,1998,1763.324
Russia,1999,1830.821
Russia,2000,1630.388
Russia,2001,1125.940
Russia,2002,1245.442
Russia,2003,1072.721
Russia,2004,1349.990
Rwanda,1973,0.871
Rwanda,1974,1.294
Rwanda,1979,2.590
Rwanda,1980,11.417
Rwanda,1981,12.624
Rwanda,1982,17.628
Rwanda,1983,15.940
Rwanda,1984,26.440
Rwanda,1985,34.698
Rwanda,1986,17.633
Rwanda,1987,25.205
Rwanda,1988,16.690
Rwanda,1989,13.412
Rwanda,1990,18.323
Rwanda,1991,59.894
Rwanda,1992,29.335
Rwanda,1993,5.217
Rwanda,1994,13.692
Rwanda,1995,13.412
Rwanda,1996,5.504
Rwanda,1997,27.754
Rwanda,1998,19.208
Rwanda,1999,58.690
Rwanda,2000,36.623
Rwanda,2001,36.577
Rwanda,2002,55.978
Rwanda,2003,54.881
Rwanda,2004,68.093
Rwanda,2005,93.965
Rwanda,2006,109.046
Rwanda,2007,132.478
Rwanda,2008,181.218
Rwanda,2009,172.336
Rwanda,2010,222.722
Rwanda,2011,165.362
Rwanda,2012,188.586
Rwanda,2013,158.024
Samoa,1981,1.684
Samoa,1988,25.383
Samoa,1999,1.158
Samoa,2000,1.587
Samoa,2001,1.577
Samoa,2002,1.490
Samoa,2003,1.643
Samoa,2004,1.514
Samoa,2005,1.199
Samoa,2006,1.126
Samoa,2007,1.378
Samoa,2008,1.142
Samoa,2009,2.723
Samoa,2010,1.160
Samoa,2011,0.890
Samoa,2012,0.903
Samoa,2013,1.224
Sao Tome & Principe,1981,3.429
Sao Tome & Principe,1984,1.024
Sao Tome & Principe,1986,1.081
Sao Tome & Principe,1987,0.525
Sao Tome & Principe,1988,0.338
Sao Tome & Principe,1989,0.489
Sao Tome & Principe,1990,0.471
Sao Tome & Principe,1991,0.455
Sao Tome & Principe,1992,0.518
Sao Tome & Principe,1993,0.435
Sao Tome & Principe,1994,1.135
Sao Tome & Principe,1995,0.417
Sao Tome & Principe,2002,0.060
Sao Tome & Principe,2003,0.006
Sao Tome & Principe,2004,1.031
Sao Tome & Principe,2005,0.523
Sao Tome & Principe,2006,0.224
Sao Tome & Principe,2007,0.031
Sao Tome & Principe,2008,0.657
Sao Tome & Principe,2009,0.409
Sao Tome & Principe,2010,0.046
Sao Tome & Principe,2011,0.308
Sao Tome & Principe,2012,0.034
Sao Tome & Principe,2013,0.201
Saudi Arabia,1980,109.537
Saudi Arabia,1981,402.162
Saudi Arabia,1982,123.406
Saudi Arabia,1983,133.328
Saudi Arabia,1984,6.772
Saudi Arabia,1985,15.992
Saudi Arabia,1986,12.526
Saudi Arabia,1988,38.058
Saudi Arabia,1991,21.929
Saudi Arabia,1992,148.480
Saudi Arabia,1999,2718.823
Saudi Arabia,2000,704.291
Saudi Arabia,2001,2.803
Saudi Arabia,2003,0.147
Saudi Arabia,2004,0.260
Saudi Arabia,2005,0.473
Saudi Arabia,2006,0.430
Saudi Arabia,2007,0.598
Senegal,1973,6.274
Senegal,1974,28.465
Senegal,1979,13.988
Senegal,1980,67.571
Senegal,1981,57.772
Senegal,1982,65.666
Senegal,1983,61.022
Senegal,1984,95.527
Senegal,1985,81.857
Senegal,1986,92.086
Senegal,1987,74.929
Senegal,1988,62.890
Senegal,1989,81.808
Senegal,1990,64.404
Senegal,1991,34.829
Senegal,1992,46.657
Senegal,1993,29.650
